test_id,language,category,config_index,message_index,input_length,encrypt_time_us,decrypt_time_us,chars_processed,chars_per_sec,success,failure_detail
891,pt,same_char,4,1,149,555,369,169,182900,1,
892,pt,same_char,4,2,67,247,200.7,87,194327,1,
893,pt,same_char,4,3,162,779.9,301.8,182,168254,1,
894,pt,same_char,4,4,196,607.3,356.2,216,224183,1,
895,pt,same_char,4,5,120,314.6,250,140,247963,1,
896,pt,same_char,5,1,179,387.9,330,199,277197,1,
897,pt,same_char,5,2,67,243.1,200.6,87,196078,1,
898,pt,same_char,5,3,100,266,232.5,120,240722,1,
899,pt,same_char,5,4,116,280.8,248.8,136,256798,1,
900,pt,same_char,5,5,67,233.9,201,87,200046,1,
901,pt,alternating,1,1,78,266,218.5,98,202270,1,
902,pt,alternating,1,2,162,353.6,297.3,182,279613,1,
903,pt,alternating,1,3,93,300.8,243,113,207797,1,
904,pt,alternating,1,4,164,363,314.4,184,271627,1,
905,pt,alternating,1,5,98,265.5,232.4,118,236995,1,
906,pt,alternating,2,1,155,346.8,298.3,175,271276,1,
907,pt,alternating,2,2,50,227.2,250.9,70,146413,1,
908,pt,alternating,2,3,141,340.3,282,161,258718,1,
909,pt,alternating,2,4,109,286.3,249.4,129,240806,1,
910,pt,alternating,2,5,66,243.6,202.4,86,192825,1,
911,pt,alternating,3,1,215,417.5,388.3,235,291636,1,
912,pt,alternating,3,2,34,208.6,169.7,54,142744,1,
913,pt,alternating,3,3,61,232.5,201.3,81,186722,1,
914,pt,alternating,3,4,98,266.9,234.3,118,235435,1,
915,pt,alternating,3,5,183,548.6,331.6,203,230629,1,
916,pt,alternating,4,1,86,251.3,217.3,106,226206,1,
917,pt,alternating,4,2,182,366.3,328.3,202,290815,1,
918,pt,alternating,4,3,154,343,296.5,174,272088,1,
919,pt,alternating,4,4,118,283.3,248.1,138,259691,1,
920,pt,alternating,4,5,68,231.7,200.5,88,203609,1,
921,pt,alternating,5,1,99,272.3,602.6,119,136016,1,
922,pt,alternating,5,2,86,277.5,219,106,213494,1,
923,pt,alternating,5,3,153,339.7,298,173,271287,1,
924,pt,alternating,5,4,122,283,250.5,142,266167,1,
925,pt,alternating,5,5,153,394.3,520.6,173,189092,1,
926,pt,cyclic,1,1,190,396.4,346.4,210,282714,1,
927,pt,cyclic,1,2,170,393.6,315.5,190,267945,1,
928,pt,cyclic,1,3,147,340.7,281.6,167,268359,1,
929,pt,cyclic,1,4,81,250.4,216.7,101,216228,1,
930,pt,cyclic,1,5,123,285.3,249.1,143,267590,1,
931,pt,cyclic,2,1,105,266.1,233.7,125,250100,1,
932,pt,cyclic,2,2,198,416.8,710.6,218,193365,1,
933,pt,cyclic,2,3,207,444.4,382.4,227,274552,1,
934,pt,cyclic,2,4,129,317.7,266.3,149,255137,1,
935,pt,cyclic,2,5,114,299.7,255.3,134,241441,1,
936,pt,cyclic,3,1,65,235.4,202.3,85,194197,1,
937,pt,cyclic,3,2,200,405.6,363.3,220,286123,1,
938,pt,cyclic,3,3,58,285.1,188.5,78,164696,1,
939,pt,cyclic,3,4,70,238.9,217.3,90,197282,1,
940,pt,cyclic,3,5,45,235.7,187.3,65,153664,1,
941,pt,cyclic,4,1,123,298.8,250.7,143,260237,1,
942,pt,cyclic,4,2,67,242.7,200.9,87,196123,1,
943,pt,cyclic,4,3,192,384.3,345.2,212,290610,1,
944,pt,cyclic,4,4,198,625.8,426.3,218,207205,1,
945,pt,cyclic,4,5,124,293.1,250.1,144,265096,1,
946,pt,cyclic,5,1,126,317.9,268.7,146,248892,1,
947,pt,cyclic,5,2,114,287.4,249.2,134,249720,1,
948,pt,cyclic,5,3,132,302.8,266.4,152,267041,1,
949,pt,cyclic,5,4,199,423.7,362.3,219,278626,1,
950,pt,cyclic,5,5,97,271.3,234.6,117,231271,1,
951,pt,jumbled,1,1,91,264.8,247.4,125,244045,1,
952,pt,jumbled,1,2,151,410.9,581.3,203,204596,1,
953,pt,jumbled,1,3,93,288.2,249.3,131,243721,1,
954,pt,jumbled,1,4,162,395.5,345.3,211,284827,1,
955,pt,jumbled,1,5,200,463.8,410.1,257,294084,1,
956,pt,jumbled,2,1,143,369.4,356.2,187,257718,1,
957,pt,jumbled,2,2,72,304.2,219.1,102,194917,1,
958,pt,jumbled,2,3,156,394.9,345.4,208,280967,1,
959,pt,jumbled,2,4,103,284.8,259.1,135,248207,1,
960,pt,jumbled,2,5,175,407.5,362.7,227,294729,1,
961,pt,jumbled,3,1,93,284.8,250,135,252431,1,
962,pt,jumbled,3,2,84,266.3,233.3,117,234187,1,
963,pt,jumbled,3,3,108,281.2,248.9,142,267874,1,
964,pt,jumbled,3,4,130,345,298.8,175,271824,1,
965,pt,jumbled,3,5,194,448.2,395.3,253,299941,1,
966,pt,jumbled,4,1,66,247.5,201.2,92,205037,1,
967,pt,jumbled,4,2,134,342.9,297.1,180,281250,1,
968,pt,jumbled,4,3,103,291.7,266.6,139,248970,1,
969,pt,jumbled,4,4,180,615.9,381.5,237,237618,1,
970,pt,jumbled,4,5,23,203.6,169,49,131508,1,
971,pt,jumbled,5,1,21,190.9,154.2,45,130397,1,
972,pt,jumbled,5,2,55,236.1,201.1,84,192132,1,
973,pt,jumbled,5,3,73,260.8,217,109,228129,1,
974,pt,jumbled,5,4,78,265.4,243.2,119,233976,1,
975,pt,jumbled,5,5,170,405.2,361.4,224,292199,1,
976,pt,real_message,1,1,400,765.7,623.7,410,295091,1,
977,pt,real_message,1,2,400,686.5,668.6,408,301085,1,
978,pt,real_message,1,3,400,663,601.1,407,321968,1,
979,pt,real_message,1,4,400,1070,627.4,409,240957,1,
980,pt,real_message,1,5,400,695.2,620.1,410,311716,1,
981,pt,real_message,2,1,400,1123.2,846,410,208206,1,
982,pt,real_message,2,2,400,686.7,620.7,408,312070,1,
983,pt,real_message,2,3,400,660.5,601.9,407,322402,1,
984,pt,real_message,2,4,400,715.9,833.2,409,264024,1,
985,pt,real_message,2,5,400,682.3,628.1,410,312882,1,
986,pt,real_message,3,1,400,707,651.4,410,301826,1,
987,pt,real_message,3,2,400,679,620.8,408,313894,1,
988,pt,real_message,3,3,400,655.5,601.2,407,323864,1,
989,pt,real_message,3,4,400,691.6,634.1,409,308516,1,
990,pt,real_message,3,5,400,671.4,616,410,318471,1,
991,pt,real_message,4,1,400,718.9,621,410,305993,1,
992,pt,real_message,4,2,400,683.1,617.2,408,313774,1,
993,pt,real_message,4,3,400,659.6,828,407,273595,1,
994,pt,real_message,4,4,400,827.2,663,409,274460,1,
995,pt,real_message,4,5,400,682.5,619.1,410,314997,1,
996,pt,real_message,5,1,400,674.9,629.8,410,314248,1,
997,pt,real_message,5,2,400,681.7,628.3,408,311450,1,
998,pt,real_message,5,3,400,804.8,616,407,286458,1,
999,pt,real_message,5,4,400,677.1,695.8,409,297910,1,
1000,pt,real_message,5,5,400,681.8,627.8,410,313073,1,
1001,pt,repeated_phrase,1,1,153,338.5,298.5,173,271586,1,
1002,pt,repeated_phrase,1,2,197,385.8,345.7,217,296651,1,
1003,pt,repeated_phrase,1,3,34,358.5,233.5,54,91216.2,1,
1004,pt,repeated_phrase,1,4,135,306.7,264.9,155,271169,1,
1005,pt,repeated_phrase,1,5,70,232.5,200.8,90,207708,1,
1006,pt,repeated_phrase,2,1,130,303.4,266.1,150,263389,1,
1007,pt,repeated_phrase,2,2,101,265,232.6,121,243167,1,
1008,pt,repeated_phrase,2,3,33,207.5,169.3,53,140658,1,
1009,pt,repeated_phrase,2,4,112,282,248,132,249057,1,
1010,pt,repeated_phrase,2,5,153,344,313.5,173,263118,1,
1011,pt,repeated_phrase,3,1,60,221.6,186.7,80,195934,1,
1012,pt,repeated_phrase,3,2,130,303.8,265.1,150,263667,1,
1013,pt,repeated_phrase,3,3,140,341.6,281,160,256987,1,
1014,pt,repeated_phrase,3,4,63,238.6,201.8,83,188465,1,
1015,pt,repeated_phrase,3,5,148,311.7,280.2,168,283832,1,
1016,pt,repeated_phrase,4,1,176,368.7,329.4,196,280762,1,
1017,pt,repeated_phrase,4,2,98,317.5,313.1,118,187123,1,
1018,pt,repeated_phrase,4,3,196,392,346.5,216,292485,1,
1019,pt,repeated_phrase,4,4,90,248.3,217.1,110,236356,1,
1020,pt,repeated_phrase,4,5,55,212.7,185.1,75,188537,1,
1021,pt,repeated_phrase,5,1,212,430.3,380,232,286314,1,
1022,pt,repeated_phrase,5,2,195,383.9,345.6,215,294722,1,
1023,pt,repeated_phrase,5,3,133,425.3,402.9,153,184738,1,
1024,pt,repeated_phrase,5,4,22,190,154.4,42,121951,1,
1025,pt,repeated_phrase,5,5,93,273.1,234.4,113,222660,1,
1026,pt,edge_case,1,1,0,181.5,138.5,20,62500,1,
1027,pt,edge_case,1,2,1,166.7,137.1,21,69124.4,1,
1028,pt,edge_case,1,3,19,165.8,137.1,19,62727,1,
1029,pt,edge_case,1,4,25,164.5,136.9,25,82946.3,1,
1030,pt,edge_case,1,5,25,183.5,154.1,45,133294,1,
1031,pt,edge_case,2,1,0,167.7,138.1,20,65402.2,1,
1032,pt,edge_case,2,2,1,165.3,137,21,69467.4,1,
1033,pt,edge_case,2,3,19,164.5,137.4,19,62934.7,1,
1034,pt,edge_case,2,4,25,175.6,137.2,25,79923.3,1,
1035,pt,edge_case,2,5,25,181.1,152.5,45,134892,1,
1036,pt,edge_case,3,1,0,165.7,137.2,20,66028.4,1,
1037,pt,edge_case,3,2,1,163.9,136.2,21,69976.7,1,
1038,pt,edge_case,3,3,19,165.4,136.4,19,62955.6,1,
1039,pt,edge_case,3,4,25,184.8,137.9,25,77471.3,1,
1040,pt,edge_case,3,5,25,240.7,155.2,45,113665,1,
1041,pt,edge_case,4,1,0,170.6,138.4,20,64724.9,1,
1042,pt,edge_case,4,2,1,166.9,137.2,21,69056.2,1,
1043,pt,edge_case,4,3,19,167.1,137.4,19,62397.4,1,
1044,pt,edge_case,4,4,25,164,136.5,25,83194.7,1,
1045,pt,edge_case,4,5,25,180.4,152.6,45,135135,1,
1046,pt,edge_case,5,1,0,166.2,137.9,20,65767.8,1,
1047,pt,edge_case,5,2,1,164.5,151.1,21,66539.9,1,
1048,pt,edge_case,5,3,19,166.3,136.9,19,62664.9,1,
1049,pt,edge_case,5,4,25,168.1,137.5,25,81806.3,1,
1050,pt,edge_case,5,5,25,180.8,165.7,45,129870,1,
1051,fr,same_char,1,1,203,405.4,363.1,223,290176,1,
1052,fr,same_char,1,2,132,318.1,265.5,152,260452,1,
1053,fr,same_char,1,3,43,351.5,301,63,96551.7,1,
1054,fr,same_char,1,4,106,460.8,395.6,126,147128,1,
1055,fr,same_char,1,5,30,354.2,293.1,50,77243.9,1,
1056,fr,same_char,2,1,201,405.7,362.7,221,287611,1,
1057,fr,same_char,2,2,137,308.4,279.2,157,267189,1,
1058,fr,same_char,2,3,40,199.1,180.5,60,158061,1,
1059,fr,same_char,2,4,72,227.9,200.4,92,214803,1,
1060,fr,same_char,2,5,49,233.9,186.8,69,164012,1,
1061,fr,same_char,3,1,192,396.4,346.6,212,285330,1,
1062,fr,same_char,3,2,197,382.6,344,217,298651,1,
1063,fr,same_char,3,3,39,199,169.6,59,160065,1,
1064,fr,same_char,3,4,173,388.7,313,193,275046,1,
1065,fr,same_char,3,5,211,419.9,496.5,231,252073,1,
1066,fr,same_char,4,1,53,221.5,186.4,73,178965,1,
1067,fr,same_char,4,2,59,214.8,184.6,79,197797,1,
1068,fr,same_char,4,3,43,199.6,168.5,63,171149,1,
1069,fr,same_char,4,4,140,315.5,280.8,160,268321,1,
1070,fr,same_char,4,5,195,383.2,344.5,215,295451,1,
1071,fr,same_char,5,1,36,199.1,169.4,56,151967,1,
1072,fr,same_char,5,2,184,479.7,331.6,204,251448,1,
1073,fr,same_char,5,3,166,381.4,314,186,267472,1,
1074,fr,same_char,5,4,199,407.9,363,219,284084,1,
1075,fr,same_char,5,5,190,393.1,345.2,210,284437,1,
1076,fr,alternating,1,1,184,368,329.5,204,292473,1,
1077,fr,alternating,1,2,42,201.4,169.4,62,167206,1,
1078,fr,alternating,1,3,182,366.7,328.5,202,290564,1,
1079,fr,alternating,1,4,28,184.4,153.7,48,141970,1,
1080,fr,alternating,1,5,181,369.5,329.3,201,287636,1,
1081,fr,alternating,2,1,40,212.9,169.7,60,156822,1,
1082,fr,alternating,2,2,120,283.6,249.4,140,262664,1,
1083,fr,alternating,2,3,76,230.9,200.7,96,222428,1,
1084,fr,alternating,2,4,152,331,296.2,172,274235,1,
1085,fr,alternating,2,5,88,246.8,234.3,108,224486,1,
1086,fr,alternating,3,1,139,425.6,283,159,224386,1,
1087,fr,alternating,3,2,120,288.3,249,140,260562,1,
1088,fr,alternating,3,3,201,405.2,361.7,221,288173,1,
1089,fr,alternating,3,4,178,366.3,328.5,198,284974,1,
1090,fr,alternating,3,5,195,387.3,346.1,215,293155,1,
1091,fr,alternating,4,1,195,584.1,473.2,215,203348,1,
1092,fr,alternating,4,2,185,375.8,329.3,205,290739,1,
1093,fr,alternating,4,3,125,299.2,264,145,257457,1,
1094,fr,alternating,4,4,176,376.5,548.6,196,211869,1,
1095,fr,alternating,4,5,143,321.6,281,163,270495,1,
1096,fr,alternating,5,1,23,184.2,153.7,43,127257,1,
1097,fr,alternating,5,2,80,248.5,216.5,100,215054,1,
1098,fr,alternating,5,3,150,330.8,313.7,170,263770,1,
1099,fr,alternating,5,4,117,310.1,250.5,137,244381,1,
1100,fr,alternating,5,5,81,245.4,227.7,101,213486,1,
1101,fr,cyclic,1,1,144,317.6,281.1,164,273927,1,
1102,fr,cyclic,1,2,151,505.9,300.1,171,212159,1,
1103,fr,cyclic,1,3,196,408.2,429.9,216,257726,1,
1104,fr,cyclic,1,4,193,406.7,346.9,213,282643,1,
1105,fr,cyclic,1,5,43,197.7,169.2,63,171709,1,
1106,fr,cyclic,2,1,114,296.7,249.4,134,245376,1,
1107,fr,cyclic,2,2,148,316.7,281.2,168,280983,1,
1108,fr,cyclic,2,3,91,249.9,220.8,111,235819,1,
1109,fr,cyclic,2,4,124,282.1,248.5,144,271391,1,
1110,fr,cyclic,2,5,122,287.2,274.5,142,252804,1,
1111,fr,cyclic,3,1,84,265.6,218.6,104,214787,1,
1112,fr,cyclic,3,2,213,541.8,383,233,251946,1,
1113,fr,cyclic,3,3,97,288.1,240.9,117,221172,1,
1114,fr,cyclic,3,4,133,300.7,274.6,153,265948,1,
1115,fr,cyclic,3,5,122,296.7,249.3,142,260073,1,
1116,fr,cyclic,4,1,85,249.7,321,105,183985,1,
1117,fr,cyclic,4,2,45,224.7,187,65,157882,1,
1118,fr,cyclic,4,3,200,405.4,362.2,220,286608,1,
1119,fr,cyclic,4,4,196,390.9,347.2,216,292643,1,
1120,fr,cyclic,4,5,216,422,388.5,236,291178,1,
1121,fr,cyclic,5,1,150,331.6,288.4,170,274194,1,
1122,fr,cyclic,5,2,46,215.2,199,66,159343,1,
1123,fr,cyclic,5,3,31,206,191.6,51,128270,1,
1124,fr,cyclic,5,4,191,385.8,427.1,211,259565,1,
1125,fr,cyclic,5,5,175,371.5,328.5,195,278571,1,
1126,fr,jumbled,1,1,77,250.7,229.5,111,231154,1,
1127,fr,jumbled,1,2,89,265.1,235.6,124,247653,1,
1128,fr,jumbled,1,3,205,465.1,409,262,299737,1,
1129,fr,jumbled,1,4,84,273.5,247.4,118,226531,1,
1130,fr,jumbled,1,5,121,338.4,315.9,159,243008,1,
1131,fr,jumbled,2,1,142,351.4,325,187,276464,1,
1132,fr,jumbled,2,2,59,245.1,201.6,91,203716,1,
1133,fr,jumbled,2,3,117,309.3,265.3,157,273234,1,
1134,fr,jumbled,2,4,104,283.1,248.9,144,270677,1,
1135,fr,jumbled,2,5,147,350.5,380.6,189,258515,1,
1136,fr,jumbled,3,1,82,268.3,234.1,122,242834,1,
1137,fr,jumbled,3,2,187,447.1,394.1,244,290062,1,
1138,fr,jumbled,3,3,149,366.8,327.8,199,286496,1,
1139,fr,jumbled,3,4,85,270.3,241.1,123,240516,1,
1140,fr,jumbled,3,5,46,214.1,184.5,72,180632,1,
1141,fr,jumbled,4,1,31,400.4,285.8,59,85980.8,1,
1142,fr,jumbled,4,2,92,308.7,251.7,130,231977,1,
1143,fr,jumbled,4,3,45,215.4,185.8,76,189432,1,
1144,fr,jumbled,4,4,121,317.6,281,168,280655,1,
1145,fr,jumbled,4,5,25,180.4,153.6,47,140719,1,
1146,fr,jumbled,5,1,126,328.1,282.5,168,275139,1,
1147,fr,jumbled,5,2,114,299.5,265.8,156,275960,1,
1148,fr,jumbled,5,3,158,366.8,329.8,203,291415,1,
1149,fr,jumbled,5,4,35,208.1,186.9,62,156962,1,
1150,fr,jumbled,5,5,77,250.5,257.6,107,210588,1,
1151,fr,real_message,1,1,400,682,619.7,410,314973,1,
1152,fr,real_message,1,2,400,678.3,618,411,317056,1,
1153,fr,real_message,1,3,400,699,811.7,411,272059,1,
1154,fr,real_message,1,4,400,660.3,602.9,407,322198,1,
1155,fr,real_message,1,5,400,672.2,786.8,407,278958,1,
1156,fr,real_message,2,1,400,683.8,645.3,410,308479,1,
1157,fr,real_message,2,2,400,678,762,411,285417,1,
1158,fr,real_message,2,3,400,767.4,620.8,411,296067,1,
1159,fr,real_message,2,4,400,664.2,601.1,407,321663,1,
1160,fr,real_message,2,5,400,667.8,601.7,407,320599,1,
1161,fr,real_message,3,1,400,676,620.4,410,316260,1,
1162,fr,real_message,3,2,400,670.4,668.1,411,307060,1,
1163,fr,real_message,3,3,400,879.1,641.4,411,270306,1,
1164,fr,real_message,3,4,400,660.7,610.5,407,320170,1,
1165,fr,real_message,3,5,400,682.3,604.4,407,316313,1,
1166,fr,real_message,4,1,400,683.2,631.1,410,311953,1,
1167,fr,real_message,4,2,400,679,631.7,411,313573,1,
1168,fr,real_message,4,3,400,667.8,628.8,411,316983,1,
1169,fr,real_message,4,4,400,1156.6,755,407,212911,1,
1170,fr,real_message,4,5,400,665.1,601.3,407,321383,1,
1171,fr,real_message,5,1,400,676.2,617.5,410,316920,1,
1172,fr,real_message,5,2,400,671.4,626.1,411,316763,1,
1173,fr,real_message,5,3,400,669.9,625.5,411,317277,1,
1174,fr,real_message,5,4,400,662.8,686.1,407,301727,1,
1175,fr,real_message,5,5,400,654.4,600.8,407,324251,1,
1176,fr,repeated_phrase,1,1,62,234.1,215.3,82,182466,1,
1177,fr,repeated_phrase,1,2,215,509.4,380.3,235,264134,1,
1178,fr,repeated_phrase,1,3,195,386.7,355.8,215,289562,1,
1179,fr,repeated_phrase,1,4,50,226.6,184.9,70,170109,1,
1180,fr,repeated_phrase,1,5,187,389.7,344.4,207,281978,1,
1181,fr,repeated_phrase,2,1,165,367.6,314.6,185,271181,1,
1182,fr,repeated_phrase,2,2,26,183.6,153.2,46,136580,1,
1183,fr,repeated_phrase,2,3,97,457.5,294,117,155689,1,
1184,fr,repeated_phrase,2,4,189,387.9,344.8,209,285246,1,
1185,fr,repeated_phrase,2,5,133,306.3,266.6,153,267062,1,
1186,fr,repeated_phrase,3,1,207,403.3,362,227,296616,1,
1187,fr,repeated_phrase,3,2,36,200.4,168.7,56,151720,1,
1188,fr,repeated_phrase,3,3,156,333.1,297.2,176,279232,1,
1189,fr,repeated_phrase,3,4,218,472.1,495.1,238,246071,1,
1190,fr,repeated_phrase,3,5,211,437.4,379.2,231,282880,1,
1191,fr,repeated_phrase,4,1,75,229.9,201.6,95,220162,1,
1192,fr,repeated_phrase,4,2,102,264.2,233.3,122,245226,1,
1193,fr,repeated_phrase,4,3,164,348.9,340.6,184,266860,1,
1194,fr,repeated_phrase,4,4,55,221.1,194.9,75,180288,1,
1195,fr,repeated_phrase,4,5,81,247,216.3,101,218001,1,
1196,fr,repeated_phrase,5,1,218,433.7,382,238,291774,1,
1197,fr,repeated_phrase,5,2,148,332.5,282.1,168,273349,1,
1198,fr,repeated_phrase,5,3,161,333,297.6,181,287028,1,
1199,fr,repeated_phrase,5,4,201,402.2,385.5,221,280564,1,
1200,fr,repeated_phrase,5,5,65,234.6,202.3,85,194553,1,
1201,fr,edge_case,1,1,0,168.2,137.3,20,65466.4,1,
1202,fr,edge_case,1,2,1,165.2,136.3,21,69651.7,1,
1203,fr,edge_case,1,3,19,200.1,182.7,19,49634.3,1,
1204,fr,edge_case,1,4,25,175.7,137.8,25,79744.8,1,
1205,fr,edge_case,1,5,25,184.1,153.7,45,133215,1,
1206,fr,edge_case,2,1,0,182.4,137.8,20,62461,1,
1207,fr,edge_case,2,2,1,169.1,137.3,21,68537.9,1,
1208,fr,edge_case,2,3,19,166,136.7,19,62768.4,1,
1209,fr,edge_case,2,4,25,164,149.7,25,79694,1,
1210,fr,edge_case,2,5,25,182.6,152.9,45,134128,1,
1211,fr,edge_case,3,1,0,163,137.5,20,66555.7,1,
1212,fr,edge_case,3,2,1,165.2,136.2,21,69674.9,1,
1213,fr,edge_case,3,3,19,164.2,136.1,19,63270.1,1,
1214,fr,edge_case,3,4,25,166.6,136.5,25,82481,1,
1215,fr,edge_case,3,5,25,180.8,151.7,45,135338,1,
1216,fr,edge_case,4,1,0,166.7,137.3,20,65789.5,1,
1217,fr,edge_case,4,2,1,165.2,136.2,21,69674.9,1,
1218,fr,edge_case,4,3,19,164.2,136.3,19,63228,1,
1219,fr,edge_case,4,4,25,165.2,136.4,25,82891.2,1,
1220,fr,edge_case,4,5,25,181.5,174.7,45,126334,1,
1221,fr,edge_case,5,1,0,170.5,243.1,20,48355.9,1,
1222,fr,edge_case,5,2,1,186.8,137,21,64854.8,1,
1223,fr,edge_case,5,3,19,177.8,152.6,19,57506.1,1,
1224,fr,edge_case,5,4,25,167.3,136.3,25,82345.2,1,
1225,fr,edge_case,5,5,25,181,152.7,45,134852,1,
1226,it,same_char,1,1,147,319.1,282.1,167,277778,1,
1227,it,same_char,1,2,148,318.4,291.5,168,275455,1,
1228,it,same_char,1,3,200,405.9,376.5,220,281186,1,
1229,it,same_char,1,4,136,307.6,279.4,156,265758,1,
1230,it,same_char,1,5,28,247,158,48,118519,1,
1231,it,same_char,2,1,167,354.5,314,187,279731,1,
1232,it,same_char,2,2,120,282.4,248.8,140,263554,1,
1233,it,same_char,2,3,198,405.2,372.2,218,280422,1,
1234,it,same_char,2,4,49,226.4,185.7,69,167435,1,
1235,it,same_char,2,5,143,783.7,286.3,163,152336,1,
1236,it,same_char,3,1,195,394.8,347.4,215,289679,1,
1237,it,same_char,3,2,101,268.5,234.1,121,240748,1,
1238,it,same_char,3,3,164,361,314.6,184,272351,1,
1239,it,same_char,3,4,118,283.5,249.8,138,258766,1,
1240,it,same_char,3,5,214,457.2,380.2,234,279436,1,
1241,it,same_char,4,1,198,403.7,384.2,218,276685,1,
1242,it,same_char,4,2,116,290.6,249.8,136,251665,1,
1243,it,same_char,4,3,135,301,264.9,155,273900,1,
1244,it,same_char,4,4,122,278.7,248.9,142,269143,1,
1245,it,same_char,4,5,124,280.7,249,144,271852,1,
1246,it,same_char,5,1,46,217.6,186.2,66,163447,1,
1247,it,same_char,5,2,26,182.3,152.9,46,137232,1,
1248,it,same_char,5,3,155,331.7,298.1,175,277866,1,
1249,it,same_char,5,4,65,231.7,268.3,85,170000,1,
1250,it,same_char,5,5,171,357.1,314.1,191,284565,1,
1251,it,alternating,1,1,104,267.1,233.3,124,247802,1,
1252,it,alternating,1,2,25,182.8,153.7,45,133730,1,
1253,it,alternating,1,3,157,354,297.9,177,271514,1,
1254,it,alternating,1,4,187,384.9,344.2,207,283912,1,
1255,it,alternating,1,5,120,281.3,259.1,140,259067,1,
1256,it,alternating,2,1,52,225,187.6,72,174503,1,
1257,it,alternating,2,2,39,198.8,185,59,153726,1,
1258,it,alternating,2,3,23,181.9,152.9,43,128435,1,
1259,it,alternating,2,4,93,275.8,233.5,113,221873,1,
1260,it,alternating,2,5,145,316.4,279.7,165,276799,1,
1261,it,alternating,3,1,196,402,347.6,216,288154,1,
1262,it,alternating,3,2,174,368.3,328.5,194,278416,1,
1263,it,alternating,3,3,34,196.1,168.8,54,147986,1,
1264,it,alternating,3,4,186,494.3,348.6,206,244394,1,
1265,it,alternating,3,5,44,201.7,169,64,172646,1,
1266,it,alternating,4,1,31,239.5,455.1,51,73423.6,1,
1267,it,alternating,4,2,170,398.1,315.8,190,266144,1,
1268,it,alternating,4,3,192,388,346.1,212,288789,1,
1269,it,alternating,4,4,131,309.2,264.7,151,263112,1,
1270,it,alternating,4,5,67,230.7,210.9,87,197011,1,
1271,it,alternating,5,1,66,235.1,202.5,86,196527,1,
1272,it,alternating,5,2,184,367.5,407.1,204,263362,1,
1273,it,alternating,5,3,78,261,218.3,98,204465,1,
1274,it,alternating,5,4,100,276.4,234.9,120,234696,1,
1275,it,alternating,5,5,26,183.5,152.5,46,136905,1,
1276,it,cyclic,1,1,33,201,169.9,53,142896,1,
1277,it,cyclic,1,2,157,343.6,296.7,177,276433,1,
1278,it,cyclic,1,3,153,443.9,517.3,173,179983,1,
1279,it,cyclic,1,4,198,416.3,362.8,218,279810,1,
1280,it,cyclic,1,5,63,234.6,201.5,83,190323,1,
1281,it,cyclic,2,1,83,251,217,103,220085,1,
1282,it,cyclic,2,2,116,283.9,248.6,136,255399,1,
1283,it,cyclic,2,3,187,392.2,344.8,207,280868,1,
1284,it,cyclic,2,4,28,182.1,153,48,143241,1,
1285,it,cyclic,2,5,90,246.9,216.3,110,237478,1,
1286,it,cyclic,3,1,166,407.1,318.6,186,256304,1,
1287,it,cyclic,3,2,131,302,265.4,151,266126,1,
1288,it,cyclic,3,3,69,233.7,201,89,204739,1,
1289,it,cyclic,3,4,78,248.2,215.9,98,211161,1,
1290,it,cyclic,3,5,80,257.4,216.3,100,211104,1,
1291,it,cyclic,4,1,97,265,233.9,117,234516,1,
1292,it,cyclic,4,2,208,580.5,533.5,228,204668,1,
1293,it,cyclic,4,3,145,325.8,281.6,165,271650,1,
1294,it,cyclic,4,4,176,386.4,331.9,196,272866,1,
1295,it,cyclic,4,5,186,383.8,345.4,206,282501,1,
1296,it,cyclic,5,1,30,201.6,169.8,50,134626,1,
1297,it,cyclic,5,2,81,249.1,216.2,101,217064,1,
1298,it,cyclic,5,3,197,448.4,556.2,217,216006,1,
1299,it,cyclic,5,4,64,238.5,201.6,84,190866,1,
1300,it,cyclic,5,5,205,407,361.4,225,292816,1,
1301,it,jumbled,1,1,126,318,281.3,169,281996,1,
1302,it,jumbled,1,2,148,375.6,328.7,201,285390,1,
1303,it,jumbled,1,3,95,462.1,464.3,133,143566,1,
1304,it,jumbled,1,4,173,444.8,381.4,230,278383,1,
1305,it,jumbled,1,5,82,268.9,245.1,122,237354,1,
1306,it,jumbled,2,1,162,385.4,347.6,209,285130,1,
1307,it,jumbled,2,2,65,232.6,210.8,96,216509,1,
1308,it,jumbled,2,3,53,231.5,200.4,82,189859,1,
1309,it,jumbled,2,4,97,424.4,251.8,133,196687,1,
1310,it,jumbled,2,5,52,220.5,185.1,79,194773,1,
1311,it,jumbled,3,1,33,203.5,170,58,155288,1,
1312,it,jumbled,3,2,129,350.6,298.6,173,266482,1,
1313,it,jumbled,3,3,83,278.5,233.1,122,238468,1,
1314,it,jumbled,3,4,29,199.9,168.7,54,146500,1,
1315,it,jumbled,3,5,102,282.7,249.6,140,263010,1,
1316,it,jumbled,4,1,91,265.6,233,127,254713,1,
1317,it,jumbled,4,2,65,570,520.4,95,87124,1,
1318,it,jumbled,4,3,51,239.6,200.9,84,190692,1,
1319,it,jumbled,4,4,102,290.9,249.9,140,258876,1,
1320,it,jumbled,4,5,117,302,275.4,155,268445,1,
1321,it,jumbled,5,1,113,299.3,264.7,154,273050,1,
1322,it,jumbled,5,2,24,183,153.3,45,133809,1,
1323,it,jumbled,5,3,109,298,263.7,152,270607,1,
